day,path_001,path_002,path_003,path_004,path_005,path_006,path_007,path_008,path_009,path_010,path_011,path_012,path_013,path_014,path_015,path_016,path_017,path_018,path_019,path_020,path_021,path_022,path_023,path_024,path_025,path_026,path_027,path_028,path_029,path_030,path_031,path_032,path_033,path_034,path_035,path_036,path_037,path_038,path_039,path_040,path_041,path_042,path_043,path_044,path_045,path_046,path_047,path_048,path_049,path_050,path_051,path_052,path_053,path_054,path_055,path_056,path_057,path_058,path_059,path_060,path_061,path_062,path_063,path_064,path_065,path_066,path_067,path_068,path_069,path_070,path_071,path_072,path_073,path_074,path_075,path_076,path_077,path_078,path_079,path_080,path_081,path_082,path_083,path_084,path_085,path_086,path_087,path_088,path_089,path_090,path_091,path_092,path_093,path_094,path_095,path_096,path_097,path_098,path_099,path_100
138,1231755.1257691518,1004541.5639984929,756722.8375826955,977581.780842767,915446.9279748844,1068053.6477025992,1045737.541723514,938916.0966904706,1220159.1210783243,1177412.0317208145,988203.0365730559,1321221.505798133,1331845.5946568525,1007098.3589749268,1357033.241875328,1157617.6304573738,983735.8945606743,1082993.3187435246,1487847.5447018472,1108965.0340470322,962735.0500598255,1092620.7280527481,1092927.936472656,1106537.5402040752,1078272.7081400687,1282097.8547317674,1113073.0682094332,1058290.845676551,919375.5673745789,834897.996083099,1061015.1505163708,1176896.7373517542,1015272.1802221633,1159067.1103989463,1268424.9813333442,1001133.0095749869,1189868.4582503058,1360443.7369316835,1114928.6664259706,1053029.925612828,1276415.2525485028,1007299.7296327298,1054889.4784869961,1110760.063835541,1225105.9234360184,1610871.2959708818,1081785.5577697605,1202928.2550217002,1057783.4207260818,1197285.251184744,1141821.8007784882,902434.3315480702,1136528.4265242775,1373076.8410491778,1236845.0230701668,984687.3331384172,1202668.5759815772,953009.4092224573,1064629.7147505688,1201316.6381485045,821365.6370536961,1185759.9655475349,1164241.420868719,967282.938082563,1119876.7081438843,1400429.1578209717,1337533.740759311,1349722.0854391295,1075903.7413541195,1294935.7121548862,1053897.5808820452,985313.213906269,1192020.2142420653,1077210.7999774716,1166554.5119745622,877595.2826594844,1224173.8160533663,1114814.7056243215,1148308.4558960116,817532.6570092862,993838.5345659669,1275848.693543322,1141797.600272475,1149583.5959234447,848360.6334058495,1011282.6149741017,1029076.3314806401,1064389.051979277,1212028.4284220731,1132037.7027686764,983684.431001334,1522067.6222991706,1171020.99388998,1228551.9143773515,894009.5902697713,1024755.7235916745,1020920.9371632102,1279729.6270029726,1377164.5765167999,975461.5891629545
139,1231667.1037886967,987414.4522222347,755475.5657303185,995294.1688260536,910897.3651376142,1064565.6663237812,1050350.863226168,935430.5321737581,1205886.3167620304,1187706.5990178122,1011745.7312290107,1309929.6756224204,1356230.0369494245,1003864.174581314,1341833.466861614,1148190.3432083644,993687.846667329,1077590.9265232126,1504792.2299795216,1103918.4331260428,959138.2320788226,1079895.0815604855,1092432.3472197568,1112720.054623994,1057896.693016228,1287096.5855132209,1122246.3274612895,1039049.6744452132,914306.4608833969,827834.0364408785,1057567.9259589775,1198077.900912428,1009968.3141552951,1143978.9416972098,1264349.4005238719,1006711.7661522267,1180686.8710372348,1369827.6764725873,1106205.514808192,1050266.581609581,1255741.5971879154,1019337.2609620302,1060618.048212786,1122173.9545227645,1240969.4867861127,1584545.30631279,1075173.5926400567,1190693.575540142,1058889.4687645973,1190008.7479788132,1129361.0572370957,901758.1531918404,1143695.2444621644,1371378.260547663,1233900.4762561491,972349.6140333734,1195775.8945538078,962469.737258659,1059706.9624235497,1199704.1715164878,812626.5443874642,1188603.6572816093,1145844.767641968,981840.3939519732,1125714.3226483285,1406271.3635495894,1319843.7054152852,1327061.7491820855,1071903.1489166014,1319637.875764309,1057394.010571866,983757.3530037308,1184565.7912664216,1082111.1320619138,1180807.7964513456,876086.6711089963,1222294.1437544224,1117014.3122606445,1147253.4978930952,822055.7827513223,997685.8373478454,1238104.386606654,1129619.2862849573,1151263.7874328832,855919.5558546132,1024070.618736201,1025868.1834527266,1075764.7115209887,1213858.6685186177,1164271.2298135369,993181.5080807128,1507384.0428067185,1175942.0544961572,1239560.347852459,902433.9547979027,1024420.2294032718,1026023.0664226795,1284285.4261419142,1385075.3751156023,974233.4747336718
140,1235761.8807213989,1001102.313659839,761053.9162583121,993265.6745690419,908132.4220608003,1064538.4318536571,1035387.2419648569,925103.7847011718,1208420.2466482818,1177395.9053308405,1004565.5660565573,1320606.0259513797,1353520.2961108007,1006687.1008725398,1358918.088036644,1145181.1698392932,992480.252392072,1080247.4661441064,1493855.5622144423,1103280.0339591375,970200.0185423132,1071043.4867768486,1091422.3289312725,1111257.875791325,1057948.8454232602,1282176.7631918092,1114851.6346297804,1030606.5853955162,914436.4186188531,838943.8030628787,1065014.2906581673,1179806.5774505432,1013576.966211837,1146332.711319434,1269769.5173876712,1010509.9741758452,1193878.235549995,1390084.316072924,1117575.7183131708,1056014.2986568736,1246640.5720962966,1005199.2848658855,1063182.5788387938,1129095.7715017048,1267061.76148785,1602736.6982627648,1057501.4674570453,1184230.9914752631,1071166.720531372,1196279.6924552014,1128587.2530177531,912535.3982379676,1116082.9962049224,1348906.8734893587,1202562.1948701197,944100.0559037538,1219335.799114662,956977.6841066414,1052830.792825046,1191740.425043069,805324.0760942883,1179094.0565346647,1138611.5644314834,975858.6188070853,1114905.7559841983,1420911.1859520604,1325952.61400597,1300310.4680668197,1082535.7689604391,1307645.789015892,1052212.76548654,977522.82668207,1193462.6428740486,1081110.8202032675,1179770.6669122428,861980.4926055417,1261955.51421192,1106771.208377277,1159864.9309948531,816336.8580102267,989974.5885796855,1233975.2314935138,1113099.691011551,1149097.0063892326,855928.179749424,1011122.9866710844,1037854.8963575584,1060834.1182032675,1198576.1426695795,1179209.3438826639,1003663.6335999735,1481184.4766269743,1191532.5034419643,1225338.5520093925,901206.8577481249,1024121.0548059089,1018213.6817809284,1283010.1571643772,1371582.257400284,970127.9038307474
141,1233487.3765812565,998338.6130355011,767674.8732257322,1012372.9130584582,919221.8301024493,1074329.1766969513,1026506.7022207541,933935.1862948122,1212289.8088384673,1178822.8392849097,1000020.3445153125,1314966.1480381875,1371023.3646334382,1023925.422105486,1367947.4887956192,1150742.1151207825,975406.1988213892,1068676.8740198207,1481893.6621467879,1093915.4097524756,968485.8747349519,1070066.7851317585,1081314.484940186,1114518.0059764762,1069782.8815450808,1291572.5913393532,1138845.8280456476,1023261.4468868659,906469.5309882549,836104.5507170779,1062882.3920262954,1165583.8733250303,1003453.8919496047,1140441.9144129578,1258162.35437139,1024318.4670306875,1188713.3555270664,1384102.133233756,1104752.361874876,1074380.2489300591,1243495.3815727911,1018044.2109083812,1079706.0544712667,1143642.9804828258,1273819.4754543912,1625885.3450489743,1035644.4627018356,1207473.42084689,1068173.8835594046,1218500.5139600567,1137031.2616939077,914574.3673308318,1116784.1682449845,1355856.9694891935,1191880.4311221617,945645.8673736228,1193361.7447370093,949721.452228571,1064100.5388309988,1168176.307038639,811819.4497566145,1181590.6134775595,1134175.8033942801,975543.8616371927,1114249.7585806153,1413589.1282833042,1324962.1243586424,1299694.4656180795,1075345.0205189686,1307754.2372102488,1055593.0295812723,971954.4673251025,1183152.126222794,1096130.5366864984,1184069.324000399,849792.3280808881,1278747.7790809001,1121089.5771539963,1156953.29684886,819234.1981132393,998843.441071482,1216539.3591500672,1098276.9077469916,1139520.9601365686,853316.586617522,1022169.4488230711,1039438.1754965143,1070826.6274619857,1191574.5979302875,1177267.8695262729,1003942.5441799086,1476878.5591389327,1179896.2631400572,1206328.1770221759,881946.4341384367,1032634.0309619986,1031153.2670979671,1305546.880666787,1385539.1837893624,988866.1021781837
142,1256225.177569986,992311.1531070363,768499.1484075822,1023725.7627949439,910706.7163428501,1070096.6166351007,1035907.3253166943,963363.1447718547,1224954.1631317863,1187963.1019869507,990756.1214891566,1321772.7836177286,1356723.5492080762,1040225.5490854861,1375857.2181892442,1152679.172562128,978160.0308359319,1058474.2195879852,1454838.6305889187,1083266.3753407141,975131.7921324598,1070462.2510225645,1077905.402190105,1142631.90304261,1079376.0767907975,1271959.8094057764,1138926.7780511554,1020574.4424547004,888425.2450326935,822433.4739135575,1065843.534320866,1180461.3460559205,989942.5811363615,1119749.404183198,1260003.7249855464,1040747.2861873644,1198925.7606875303,1358869.9752795612,1103580.1755984651,1078945.7618241715,1244207.3286480503,1017170.2112334704,1074389.5284238583,1138190.9985096413,1277619.680590935,1632860.3431465772,1007978.4469762804,1213285.2290161557,1075951.5686637266,1233543.7981510053,1150089.3469221005,910055.9555603571,1113211.099595949,1387025.8961480565,1197646.2795952922,944594.8359543224,1200595.3688667102,946768.4602784028,1066093.730676322,1185092.188053117,808125.4878536538,1198075.842801795,1143293.195357939,972695.2399156755,1113525.4719959248,1401022.0361354307,1316036.626659523,1271951.275849918,1101426.9041277273,1296945.385520117,1056405.7304382075,991510.202166286,1197869.1553088995,1104215.267885407,1175870.5008734132,850014.4914350165,1287789.2264776183,1117603.4351104752,1157109.6927342121,826001.2023075045,1007444.68561125,1221162.1590975272,1100471.9222860378,1162999.6729319487,855767.4627661016,1027365.9053122479,1060335.0961083283,1074881.6671662428,1172673.2819579146,1157250.2096065006,1021882.8973669858,1447027.3400446614,1190596.2622867047,1214805.7217608858,891064.843937778,1041515.5919046454,1030170.7982012489,1285839.9284840454,1412832.4379468118,998666.3748250402
143,1275475.3777122395,996982.1163022628,760696.9233429418,1028720.0580952885,914073.3703635874,1062278.6426409937,1055635.8477777806,962627.0881051606,1244644.4648912784,1201010.6710615384,993460.0942729361,1321185.843697519,1390555.685975141,1026551.2453632893,1383035.5140333336,1155197.277384703,986684.3934391342,1068177.4879054627,1454209.6272863012,1085812.9149901636,967318.2552078755,1094887.8707149988,1100065.1538933031,1138362.9830071894,1092188.188868156,1275979.7574136548,1145605.2820534434,1029871.0088430376,879110.4034956312,820095.3382296663,1055227.2247212015,1199512.57997802,989897.132876808,1133435.635187671,1241310.875993023,1031390.5810001526,1211063.5373242118,1354330.6659363487,1102249.699982689,1086224.8715845726,1239858.029838415,1010678.3549851392,1066234.0961872572,1134808.257638515,1268445.617137864,1655995.7693306387,1015339.2379205235,1223759.369681879,1069045.928817302,1246838.609140328,1143333.471058249,925963.8842477852,1111685.7734608427,1371067.4620898345,1209659.711573793,950071.0023204075,1198973.889481037,939025.7487454413,1081160.9898519136,1174890.3617777699,809802.3842924078,1181114.562274198,1134471.4894756773,975798.0304793015,1115699.8997840495,1364691.7805885195,1312078.4882681656,1251306.1849283916,1118398.7597904936,1308618.321063322,1056600.4080337647,995240.4725650024,1202837.995375179,1099136.3511753043,1168361.859220894,855357.3153348248,1276017.4979748027,1158981.5781301297,1159175.1560366058,814406.0892736716,1001452.082470956,1226732.979569666,1096303.8701643902,1143054.4954526362,843360.3424197958,1022884.8766723695,1062840.701390749,1077863.0252923118,1197671.9820363598,1138892.992185886,1030668.9205567546,1443308.817080527,1178325.3466769764,1207758.0151715383,892234.9485710834,1040205.7902933517,1032837.9067218914,1308059.461004435,1425517.9045354985,993861.273333835
144,1259114.7385389013,1009694.8861700952,753583.1641760017,1026407.0151136122,913584.9797699158,1057123.4404373136,1054986.9309276512,959233.0232169413,1245501.3811802343,1215949.569685629,1004475.2124579924,1322071.6998224675,1398754.937981775,1036663.6991089475,1403325.6331309413,1170491.2563833946,985864.1640264619,1081778.1900263384,1448315.2474306845,1072393.199660838,973217.8159585934,1104748.797940381,1099477.4756848316,1138660.2186450649,1111163.1648214513,1282853.2990736237,1158580.3769741186,1028220.2091442081,871316.3527587253,805093.9613322899,1056306.607913241,1186366.541785887,982230.2783522046,1154740.5730056348,1238226.46313364,1030249.6335852258,1213033.2451475584,1359379.5645570627,1100591.3406424616,1095859.0580752655,1244532.3464767342,1016222.9975594599,1065239.5605088766,1126140.1859860225,1264813.949112034,1626416.6646741843,1011757.5850035258,1207702.9746519148,1059656.4000730892,1225271.1941865415,1115890.7275667104,913168.0286995406,1113456.206577316,1382406.0600978718,1192026.21134847,947597.2852819313,1200124.9862329746,932249.7646041898,1100795.5531048682,1191812.0014626477,817328.5137293405,1164873.7793499802,1125575.347178902,967205.3809779111,1103670.2896820372,1352062.1807016444,1286778.4820809916,1228107.9336235602,1111380.677352064,1281455.9231537487,1083540.270810655,996222.5892930303,1218074.4142363793,1092042.7090259285,1181067.4686469322,843065.4242735335,1272725.3593172017,1157154.6415392568,1175296.754629969,822717.0400194239,1001914.4376575557,1247296.0112702653,1088293.7656960133,1130128.9360422054,840813.4117965084,1019058.8031687307,1045599.0508144359,1084680.8153167213,1201823.1583552929,1125451.1796779975,1055977.7372032548,1434754.839638572,1187115.2507033949,1194371.5192064575,887768.8512606422,1070988.1594069977,1028105.7556204931,1311382.976082492,1410399.981644004,998586.4627706157
145,1249736.693153333,1007073.649735974,764187.6412420755,1018650.0050333764,917530.5258224634,1053103.485075345,1057039.9702694642,950672.4338396253,1224064.7671669277,1201664.2403107146,1013055.7622266752,1311448.0655714427,1395021.3554116548,1043841.3627121398,1407697.4656531163,1183259.3215343198,993189.7416382076,1090364.5631597203,1435119.5839190304,1078497.3357201102,982914.4596955526,1091267.9403852439,1112719.5820903967,1145450.783117771,1122635.9799779973,1271796.077441112,1153679.3301252294,1035865.1336141938,863206.0139107463,797545.3373005707,1065274.9770619436,1170157.505400696,976735.9645988862,1146970.2006055801,1240950.3455126346,1031751.7670231602,1235197.8666702965,1385417.881324606,1102296.46674786,1102322.6900921068,1274757.4790883884,1028325.5082483109,1060166.01281456,1132323.8524441137,1274520.6452300902,1628829.4379836011,1026172.2850427903,1215968.6070737033,1063590.282373336,1234144.2134798819,1137202.3740388304,906246.0214802008,1113283.4640656626,1369698.9531951726,1184230.2541106371,942863.5512332144,1202279.4502504694,937803.0720883445,1105475.0814644163,1173845.2734089992,800007.7883941316,1174596.712226338,1125614.9180784363,989932.5966210511,1123046.638887415,1326847.2216930725,1263751.857809177,1228398.320134661,1115461.7482503038,1293842.1064569075,1075573.7850116505,986678.1881530586,1208173.6201483933,1084164.4093459933,1202119.8568642773,844517.7902991095,1280417.647996994,1159159.6156339666,1167927.0745959273,816966.136235491,994806.342367076,1221897.9911065532,1078499.946171332,1133202.8663416067,837167.9798400305,1017270.467603313,1048371.896819935,1083288.6479246079,1218398.869532394,1111579.8127322302,1048919.980597188,1408480.646459805,1194350.8147596968,1172973.9701113761,879701.8823514475,1054118.3112216701,1038001.2054631112,1331871.9417417825,1429744.3987451042,1009801.066710619
146,1252866.6777034663,999556.50520136,747047.0093702605,1018457.0311468317,914710.6661811002,1057161.1878599045,1070227.4237644405,948634.1920631637,1226083.45864637,1187061.0242499688,1005180.475511612,1308110.1284078525,1403804.8008006248,1037572.6233632314,1421206.0206656056,1173188.7119556093,1001413.2771037138,1092393.7273384293,1441829.8245759967,1070081.6309732806,1000572.7942105891,1100589.9522961548,1110508.5778898492,1152031.973307073,1130189.668093609,1261708.059647502,1151207.280202293,1036503.9404648646,862587.3270884682,777592.6776345891,1054067.346924853,1167792.9618031296,983511.0770163798,1147276.2067488837,1237255.7898188618,1045686.4087683293,1241903.3046552914,1385388.8941288178,1106519.3363720784,1130719.2066603668,1297031.0976030761,1001660.2948509983,1063470.6826440054,1119999.6841008877,1251766.4404396142,1628121.3794401437,1017794.8331807405,1189854.019832445,1056068.9494305348,1237069.8871210525,1157566.8003396876,904511.1411592118,1115909.9614881305,1377204.388774145,1175625.4253706718,946148.2872727968,1199143.2849151408,913508.2051350733,1094309.2755899597,1185686.683133722,791543.398155486,1183220.8641598604,1119899.0557897503,981992.659907693,1138666.040271402,1340158.8948451243,1257897.6870883408,1229705.1412750538,1105469.5696704227,1277030.781458888,1070833.2654601173,1001292.8209314793,1217328.7301734386,1096536.3153232704,1214574.8081527532,836765.6804906052,1265807.6145758266,1172566.5557550702,1167083.9328476996,827336.2640379192,1004349.1770950732,1247308.7322673365,1098628.575499737,1127049.4159578714,835686.6191935112,999229.2363721102,1069128.0559147203,1093570.767929188,1238673.8811761008,1109916.5466662685,1054199.6277027335,1389755.088411952,1205772.9651244327,1172870.8502983819,879106.470741051,1052940.0711118344,1036253.2679184468,1315786.6365470684,1422600.3013439188,1004858.3296035096
147,1271109.8890284381,1011463.3948861698,752608.767988305,1007952.7291966679,917356.790522376,1058608.259794622,1066757.850643385,942108.1685797093,1236014.6380965202,1182665.6454199601,1016864.1523395565,1285304.7945414206,1407728.48760096,1058590.863538696,1411949.2957091692,1167340.7092592197,1030820.3167993624,1098330.8270417745,1441771.437787508,1069682.1089180724,1001542.7374332921,1076360.9981531603,1109608.7834590196,1165911.3976193587,1138496.8990088357,1291268.5245537572,1147740.450551992,1024264.9629799933,860626.6197640322,772243.8744594088,1070404.6614592595,1197593.2256200567,1006676.5194335239,1131693.1490581164,1215709.210117885,1065351.1066747976,1251479.430875984,1370410.0781984546,1088952.148535822,1124204.8773812717,1282992.9230116552,980731.6647765908,1062643.0848349025,1123376.2050521546,1253811.6161645753,1649911.7583714738,1002083.1174416711,1193163.3812462809,1032746.2324753616,1243500.301131376,1142537.1053037958,891066.615494622,1117939.4286430872,1376238.7119148618,1183924.0575777453,952682.3666205204,1197972.349453562,919514.6385173792,1089019.5835325182,1168402.658064506,806922.2664109205,1185243.7113115059,1134314.4838551246,980483.5490153907,1151498.8554404676,1341660.303998009,1254353.661634028,1219647.9041131963,1084147.6603790876,1258255.4922263457,1066759.8385839467,999500.9512898934,1201920.5855623677,1090313.6190058927,1230084.8769324587,830765.7248143398,1268220.6827869418,1188179.7112661463,1163614.6589414997,807520.083516666,996389.0841339786,1244013.1856707514,1089951.3359761643,1128575.468633374,832681.4836839144,1007886.377281332,1087365.1582821028,1068450.2041466592,1260417.7620856226,1121754.5702385309,1082328.119873219,1417120.3851374097,1220454.0046871854,1181213.7247028328,877621.2914971772,1053394.2494849283,1036950.8830562514,1323642.4682253595,1439101.5983026552,1009264.1542416805
148,1254106.1385480128,994631.1938900466,748984.9239616775,996357.6857645398,923719.8616185657,1055746.8453362044,1068021.1572141491,939623.1412620354,1262810.958603129,1188202.8559377233,1020155.7122467768,1293270.2447801144,1407950.7925457451,1070787.017649566,1367528.7119697803,1146391.3032279613,1014847.1611656375,1091190.8237506365,1461735.115597213,1048225.0195304102,1010173.1911997407,1081825.61900005,1133882.1806822056,1167494.8130520724,1125417.5244029008,1289692.9183948082,1146952.2731044816,1003899.1696042788,858239.6591990188,767209.2757395699,1071430.9757720802,1206311.0173887115,1012166.6337302321,1124959.9579768039,1207417.2300626163,1072633.1121703584,1255166.2881255946,1353094.8314562864,1090248.7642745264,1117216.8966203178,1267450.0785234892,977578.4817595927,1057111.909810768,1110747.5091309438,1256019.802316191,1666311.4445415642,1001144.6392658214,1192795.1098989209,1055497.8115323475,1232608.0422054145,1156004.4174519621,880622.174668131,1116576.9760419792,1378948.711805682,1169391.171230234,961098.7362305957,1207310.5582373724,912803.7646918761,1097690.918509096,1164974.1171263407,816260.5090919352,1196566.7632538269,1132099.6088855444,974184.2150948528,1171747.0382190822,1343361.8954306298,1276428.5609120587,1221898.60540469,1087126.3293615638,1258062.83491761,1068552.2648043297,988513.3222231014,1183948.8169120718,1096631.7215022154,1235667.9368951246,848223.2372358681,1275390.3844692858,1145379.575135055,1142860.4258952364,808164.2254328196,995388.7731064603,1259910.3871227945,1113625.4046270752,1120826.7611591904,847976.9249192266,989693.7820477248,1087791.008056309,1067307.9898945244,1247987.7688034286,1119760.2130763493,1076257.0238038956,1421238.5843514265,1212339.8778094694,1197518.9054386185,866629.674483897,1047225.2550255903,1054619.3456603554,1351208.310065448,1416081.3286507037,1011352.2866796465
149,1214116.3998236214,990136.312323498,758490.1860279267,984051.8380935726,947407.6439610644,1062716.8452975485,1077291.3642064251,950283.3274434732,1250639.217753962,1203271.6779878607,1017768.7094310437,1295045.6274184717,1407620.1376944976,1074723.0281291537,1380068.6225557637,1149663.2309096484,1027660.2688121393,1083345.291320413,1462145.3341029258,1062395.5038402413,1009964.6868793954,1094131.5354857414,1139267.35371798,1155975.4297503477,1114852.8564410575,1274168.3457718245,1153086.2937612142,1010423.6987688222,838101.9542424765,775495.8311134719,1082740.6103317204,1212589.9863358918,1017888.1425847826,1150212.0069854578,1227848.7414133423,1066029.0491592642,1257703.4290042175,1355074.6076653504,1055767.3702199403,1103410.7520342597,1232908.2477044552,961551.2386369368,1068386.7567670513,1107434.3734032675,1253651.1086335422,1675171.6152807462,975539.1146145813,1194671.0111964084,1055398.3754689295,1240854.0046791786,1167054.8406460485,881375.9263122113,1127547.4373784566,1384219.852165159,1176840.902418735,967342.0076318341,1212839.918357347,896536.1703134965,1084282.9799773125,1192647.9180418,809954.9281995781,1198228.2875905042,1147456.922034627,962742.8714288851,1187295.836423681,1347073.5905411618,1278543.3943155848,1244870.3807384367,1089466.5766953425,1251037.218021303,1076065.8491794441,987175.1205312207,1184756.755981195,1091353.5348802907,1254219.4770200269,847630.6932500113,1308973.2335313656,1166583.235149461,1147769.616292976,801901.0755072355,991769.3293353672,1271217.8490356226,1113821.525268047,1121238.9839099068,853185.1372286425,981572.8541915484,1079085.3270069798,1074391.3815019648,1232316.264390289,1141119.149953044,1081047.3654447286,1428621.9838023658,1219451.9131183089,1200838.5453135641,848960.9773007251,1036606.5464591723,1070343.5626717145,1353177.6497248064,1396684.1798137506,1003801.0536838886
150,1220163.780863513,990600.0752343884,760740.1756807197,998728.5783339463,955639.7849733065,1047186.6667007885,1077650.0222628748,950478.60073773,1251862.0063458828,1189271.2109596198,1035071.7887884477,1316508.6513915218,1409233.4766073204,1044213.1330405036,1394042.3066110131,1154233.346259486,1035767.7992753484,1071506.424914674,1451943.8788273039,1084804.689085878,1007273.5481187575,1082950.3102080373,1141010.4746771744,1158446.2688439519,1116042.2246495134,1256818.4500196222,1158895.374240014,999532.9519079325,856174.4634186963,776098.1505858002,1084340.0894434426,1194289.4464652296,1043854.3230884536,1150375.2513149027,1225315.8378432784,1067896.248107702,1242046.2921965793,1361937.7398700372,1057910.4626538097,1101682.7438601775,1214857.4116675162,978990.4907617405,1050902.5271459857,1104996.780052414,1242602.8165114366,1688948.7317249104,977938.0200009339,1222811.6181876822,1060255.4143218184,1246785.7252930694,1184993.5891043458,871015.0265895649,1130616.9854460168,1351796.964674907,1199364.5746279599,952988.4838860043,1200726.8717894913,893132.8385949577,1086024.8903852184,1198593.4524746882,809910.1399202364,1198345.396533647,1147409.873587344,966764.369548575,1189537.2695527137,1359481.8624779203,1286440.2397536004,1218624.1837130713,1102521.330583008,1267243.154081015,1080804.961586217,988486.7995216859,1180786.5977041181,1080151.007833666,1260276.1903205551,854558.4877125601,1318016.7252198774,1195484.0634832513,1153538.274404997,811301.1261797984,980149.1052155087,1261557.1634379274,1104652.173713915,1129968.460656125,853449.0822135581,998912.8982769247,1068007.7676729318,1080164.496178553,1251209.4392626237,1151422.5002965357,1072895.1121408583,1417395.2142439857,1228888.4207647708,1228268.1587710062,835808.668755644,1042360.1136447707,1085044.1113217827,1369693.2025673282,1392096.718505815,1016856.5547895756
151,1181055.3264285775,989621.2499539813,766328.1862068112,997387.3062937066,954005.6901637894,1036734.8598779484,1092390.8373625625,939327.2587394421,1264556.011845873,1176989.6417329805,1033401.3942700843,1317041.0833297588,1416237.400910721,1057369.030940729,1367619.4097801417,1122727.0140773247,1022305.2300600937,1062331.818404393,1466773.4135166456,1079104.019456111,1008011.610866155,1089429.0746123118,1133357.424190906,1173008.8839699123,1109066.405162506,1284239.4121094367,1165515.863521023,986797.5928792884,845331.2085340247,779757.2612460853,1093928.335829119,1194489.2639714302,1042472.6622757823,1117752.5556043433,1221565.6620521476,1054932.8644748998,1226800.0127183157,1363759.5197432416,1070103.8144131019,1083057.2187127096,1209211.2699818616,981470.2981574826,1043229.4538859032,1112140.7872506303,1264146.9713292818,1711232.987781747,955033.3060064968,1225538.200442445,1083835.9635221236,1239890.8464338188,1174281.3579151416,872330.1184435992,1134917.8273595187,1343011.521641406,1181063.1451565973,954917.051919833,1218259.2580952554,881691.4260459063,1081862.0213411,1208307.9300883883,829649.6230512462,1213481.1894605279,1128256.6406727908,947313.4456279167,1193035.3025480844,1340939.061741838,1302926.4131894163,1223690.6574010307,1108851.0192175743,1279661.5999568673,1086443.6606820931,982946.0830946096,1193775.7677891953,1088829.6404785577,1246245.9894604713,847294.2965207837,1301574.4684362942,1203218.204886824,1154209.3033247248,810299.4894434494,986286.8612302473,1270376.430673169,1094230.6183633544,1143102.7582037754,851524.3787651233,989270.3086570335,1094417.5775845319,1086306.3566502444,1259773.485532095,1132081.0222387074,1064474.5101815297,1394689.8001493472,1216333.0385344266,1237202.7128152638,845000.0073320622,1059156.7999750571,1079748.5922047044,1388949.8089152446,1378454.677892704,1020122.9053799825
152,1186742.29434596,1000461.2123418624,776010.0989328255,998681.7766445534,960087.1513673452,1057367.9089492937,1090180.0815782975,930425.0079988859,1257292.2404951109,1176782.230985523,1024230.0113326246,1328351.810213595,1410869.5895114427,1052060.9824132223,1354658.7352689595,1139314.3086006714,1021426.2068666073,1061891.95765763,1484557.872736684,1097788.3706318655,1004888.3717342922,1097493.2283667505,1111706.8778095283,1203155.7654288185,1105306.3217463202,1259321.3520182373,1165655.564072316,985051.266120339,837637.6669523704,778942.7103268107,1119123.6429671496,1211716.9692158601,1070140.5262608547,1110833.986146537,1212345.8399458658,1054329.6954326828,1246643.1768425917,1370397.0981432954,1059167.3692783318,1093194.5320777572,1210562.78979664,973185.9109479608,1043290.6589809718,1107043.4120331304,1273076.6929499537,1706906.1760105295,958468.6505129179,1208603.8025710091,1112971.5181855336,1260148.2007470482,1178913.3489589733,868344.8868639354,1135578.0934094465,1347093.1333188487,1174202.5754318954,963081.9340093178,1233624.4540359206,884952.6864626692,1091112.9779766873,1211892.1437223766,841413.1998885825,1201527.7249263003,1139152.3239011583,955530.8055166126,1197339.9179681828,1308156.7324653799,1324013.3743621286,1228712.4210976018,1112088.7816306439,1275326.3198065343,1072156.5320246017,980591.1389020274,1183748.940857987,1108552.8775684251,1267913.656253192,857940.7826820071,1296007.560153655,1208264.8801516602,1140644.6483244887,800277.4193779088,985159.1893298685,1266591.7036749765,1102685.8116661862,1138962.4392173223,848814.1199004321,988710.0027710923,1088668.816473554,1088186.2340389027,1248685.8452992283,1147360.7750488287,1064128.8096338154,1383031.9894013247,1222740.6332396104,1204767.0720755253,849759.1911581917,1069169.0244705824,1075604.525857407,1378553.5779169565,1377766.8975060552,1017259.190308657
